5500.000,330000.000,9.921
5501.000,330060.000,9.201
5502.000,330120.000,9.280
5503.000,330180.000,9.067
5504.000,330240.000,9.236
5505.000,330300.000,9.179
5506.000,330360.000,9.151
5507.000,330420.000,9.249
5508.000,330480.000,9.639
5509.000,330540.000,9.850
5510.000,330600.000,9.940
5511.000,330660.000,9.001
5512.000,330720.000,9.176
5513.000,330780.000,9.175
5514.000,330840.000,9.961
5515.000,330900.000,9.246
5516.000,330960.000,9.386
5517.000,331020.000,9.491
5518.000,331080.000,9.434
5519.000,331140.000,9.724
5520.000,331200.000,9.935
5521.000,331260.000,9.970
5522.000,331320.000,9.434
5523.000,331380.000,9.130
5524.000,331440.000,9.534
5525.000,331500.000,9.211
5526.000,331560.000,9.520
5527.000,331620.000,9.353
5528.000,331680.000,9.510
5529.000,331740.000,9.442
5530.000,331800.000,9.026
5531.000,331860.000,9.417
5532.000,331920.000,9.153
5533.000,331980.000,9.632
5534.000,332040.000,9.331
5535.000,332100.000,9.325
5536.000,332160.000,9.529
5537.000,332220.000,9.472
5538.000,332280.000,9.463
5539.000,332340.000,9.276
5540.000,332400.000,9.073
5541.000,332460.000,9.190
5542.000,332520.000,9.314
5543.000,332580.000,9.495
5544.000,332640.000,9.047
5545.000,332700.000,9.779
5546.000,332760.000,9.098
5547.000,332820.000,9.501
5548.000,332880.000,9.330
5549.000,332940.000,9.977
5550.000,333000.000,9.733
5551.000,333060.000,9.579
5552.000,333120.000,9.359
5553.000,333180.000,9.991
5554.000,333240.000,9.491
5555.000,333300.000,9.605
5556.000,333360.000,9.198
5557.000,333420.000,9.839
5558.000,333480.000,9.763
5559.000,333540.000,9.200
5560.000,333600.000,9.193
5561.000,333660.000,9.899
5562.000,333720.000,9.203
5563.000,333780.000,9.646
5564.000,333840.000,9.090
5565.000,333900.000,9.561
5566.000,333960.000,9.116
5567.000,334020.000,9.075
5568.000,334080.000,9.971
5569.000,334140.000,9.592
5570.000,334200.000,9.454
5571.000,334260.000,9.557
5572.000,334320.000,9.474
5573.000,334380.000,9.144
5574.000,334440.000,9.813
5575.000,334500.000,9.506
5576.000,334560.000,9.253
5577.000,334620.000,9.146
5578.000,334680.000,9.561
5579.000,334740.000,9.725
5580.000,334800.000,9.062
5581.000,334860.000,9.164
5582.000,334920.000,9.161
5583.000,334980.000,9.720
5584.000,335040.000,9.930
5585.000,335100.000,9.384
5586.000,335160.000,9.190
5587.000,335220.000,9.277
5588.000,335280.000,9.685
5589.000,335340.000,9.247
5590.000,335400.000,9.876
5591.000,335460.000,9.532
5592.000,335520.000,9.587
5593.000,335580.000,9.178
5594.000,335640.000,9.756
5595.000,335700.000,9.971
5596.000,335760.000,9.973
5597.000,335820.000,9.477
5598.000,335880.000,9.339
5599.000,335940.000,9.721
5600.000,336000.000,9.838
5601.000,336060.000,9.660
5602.000,336120.000,9.316
5603.000,336180.000,9.173
5604.000,336240.000,9.910
5605.000,336300.000,9.982
5606.000,336360.000,9.406
5607.000,336420.000,9.840
5608.000,336480.000,9.670
5609.000,336540.000,9.891
5610.000,336600.000,9.880
5611.000,336660.000,9.752
5612.000,336720.000,9.293
5613.000,336780.000,9.132
5614.000,336840.000,9.492
5615.000,336900.000,9.619
5616.000,336960.000,9.826
5617.000,337020.000,9.828
5618.000,337080.000,9.504
5619.000,337140.000,9.151
5620.000,337200.000,9.459
5621.000,337260.000,9.016
5622.000,337320.000,9.809
5623.000,337380.000,9.507
5624.000,337440.000,9.523
5625.000,337500.000,9.873
5626.000,337560.000,9.850
5627.000,337620.000,9.500
5628.000,337680.000,9.418
5629.000,337740.000,9.427
5630.000,337800.000,9.145
5631.000,337860.000,9.903
5632.000,337920.000,9.470
5633.000,337980.000,9.326
5634.000,338040.000,9.026
5635.000,338100.000,9.102
5636.000,338160.000,9.184
5637.000,338220.000,9.047
5638.000,338280.000,9.821
5639.000,338340.000,9.311
5640.000,338400.000,9.432
5641.000,338460.000,9.849
5642.000,338520.000,9.611
5643.000,338580.000,9.982
5644.000,338640.000,9.140
5645.000,338700.000,9.273
5646.000,338760.000,9.566
5647.000,338820.000,9.013
5648.000,338880.000,9.827
5649.000,338940.000,9.871
5650.000,339000.000,9.063
5651.000,339060.000,9.261
5652.000,339120.000,9.315
5653.000,339180.000,9.161
5654.000,339240.000,9.004
5655.000,339300.000,9.133
5656.000,339360.000,9.649
5657.000,339420.000,9.902
5658.000,339480.000,9.640
5659.000,339540.000,9.392
5660.000,339600.000,9.741
5661.000,339660.000,9.871
5662.000,339720.000,9.501
5663.000,339780.000,9.486
5664.000,339840.000,9.526
5665.000,339900.000,9.789
5666.000,339960.000,9.965
5667.000,340020.000,9.073
5668.000,340080.000,9.926
5669.000,340140.000,9.590
5670.000,340200.000,9.372
5671.000,340260.000,9.236
5672.000,340320.000,9.354
5673.000,340380.000,9.760
5674.000,340440.000,9.067
5675.000,340500.000,9.154
5676.000,340560.000,9.762
5677.000,340620.000,9.308
5678.000,340680.000,9.575
5679.000,340740.000,9.503
5680.000,340800.000,9.094
5681.000,340860.000,9.620
5682.000,340920.000,9.040
5683.000,340980.000,9.444
5684.000,341040.000,9.071
