9000.000,540000.000,9.980
9001.000,540060.000,9.321
9002.000,540120.000,9.107
9003.000,540180.000,9.306
9004.000,540240.000,9.188
9005.000,540300.000,9.864
9006.000,540360.000,9.683
9007.000,540420.000,9.371
9008.000,540480.000,9.945
9009.000,540540.000,9.572
9010.000,540600.000,9.215
9011.000,540660.000,9.343
9012.000,540720.000,9.942
9013.000,540780.000,9.518
9014.000,540840.000,9.530
9015.000,540900.000,9.274
9016.000,540960.000,9.215
9017.000,541020.000,9.160
9018.000,541080.000,9.036
9019.000,541140.000,9.111
9020.000,541200.000,9.890
9021.000,541260.000,9.189
9022.000,541320.000,9.342
9023.000,541380.000,9.993
9024.000,541440.000,9.573
9025.000,541500.000,9.862
9026.000,541560.000,9.789
9027.000,541620.000,9.384
9028.000,541680.000,9.060
9029.000,541740.000,9.617
9030.000,541800.000,9.491
9031.000,541860.000,9.238
9032.000,541920.000,9.224
9033.000,541980.000,9.210
9034.000,542040.000,9.180
9035.000,542100.000,9.797
9036.000,542160.000,9.635
9037.000,542220.000,9.960
9038.000,542280.000,9.975
9039.000,542340.000,9.926
9040.000,542400.000,9.463
9041.000,542460.000,9.405
9042.000,542520.000,9.392
9043.000,542580.000,9.019
9044.000,542640.000,9.966
9045.000,542700.000,9.333
9046.000,542760.000,9.779
9047.000,542820.000,9.990
9048.000,542880.000,9.292
9049.000,542940.000,9.185
9050.000,543000.000,9.413
9051.000,543060.000,9.266
9052.000,543120.000,9.143
9053.000,543180.000,9.218
9054.000,543240.000,9.314
9055.000,543300.000,9.058
9056.000,543360.000,9.009
9057.000,543420.000,9.253
9058.000,543480.000,9.383
9059.000,543540.000,9.102
9060.000,543600.000,9.473
9061.000,543660.000,9.755
9062.000,543720.000,9.502
9063.000,543780.000,9.875
9064.000,543840.000,9.122
9065.000,543900.000,9.030
9066.000,543960.000,9.062
9067.000,544020.000,9.410
9068.000,544080.000,9.815
9069.000,544140.000,9.478
9070.000,544200.000,9.499
9071.000,544260.000,9.315
9072.000,544320.000,9.885
9073.000,544380.000,9.592
9074.000,544440.000,9.700
9075.000,544500.000,9.972
9076.000,544560.000,9.330
9077.000,544620.000,9.633
9078.000,544680.000,9.097
9079.000,544740.000,9.701
9080.000,544800.000,9.504
9081.000,544860.000,9.145
9082.000,544920.000,9.011
9083.000,544980.000,9.075
9084.000,545040.000,9.359
9085.000,545100.000,9.629
9086.000,545160.000,9.733
9087.000,545220.000,9.069
9088.000,545280.000,9.027
9089.000,545340.000,9.716
9090.000,545400.000,9.819
9091.000,545460.000,9.477
9092.000,545520.000,9.309
9093.000,545580.000,9.453
9094.000,545640.000,9.652
9095.000,545700.000,9.713
9096.000,545760.000,9.584
9097.000,545820.000,9.388
9098.000,545880.000,9.203
9099.000,545940.000,9.123
9100.000,546000.000,9.935
9101.000,546060.000,9.684
9102.000,546120.000,9.596
9103.000,546180.000,9.568
9104.000,546240.000,9.648
9105.000,546300.000,9.252
9106.000,546360.000,9.400
9107.000,546420.000,9.304
9108.000,546480.000,9.106
9109.000,546540.000,9.478
9110.000,546600.000,9.849
9111.000,546660.000,9.310
9112.000,546720.000,9.553
